step,layer,num_kv,deltaPKp_norm
0,4,1,0.10271956026554108
1,5,1,0.1877996027469635
2,6,1,0.2585838735103607
3,7,1,0.3351098895072937
4,8,1,0.600084125995636
0,4,1,3.9747294522385346e-07
1,5,1,4.075406252468383e-07
2,6,1,5.531522901947028e-07
3,7,1,7.468440799129894e-07
4,8,1,1.1022831358786789e-06
0,4,1,2.3981149865903717e-07
0,4,1,2.3981149865903717e-07
1,5,1,4.0781296206660045e-07
0,4,1,2.3981149865903717e-07
1,5,1,4.0781296206660045e-07
2,6,1,8.337995041074464e-07
0,4,1,0.12465497106313705
1,5,1,0.2075371891260147
2,6,1,0.24873590469360352
3,7,1,0.35499030351638794
4,8,1,0.5929414629936218
0,4,1,2.3981149865903717e-07
1,5,1,4.0781296206660045e-07
2,6,1,8.337995041074464e-07
3,7,1,9.49941693306755e-07
0,4,1,2.3981149865903717e-07
1,5,1,4.0781296206660045e-07
2,6,1,8.337995041074464e-07
3,7,1,9.49941693306755e-07
4,8,1,1.547426563774934e-06
0,4,1,4.324226097196515e-07
0,4,1,4.324226097196515e-07
1,5,1,3.7460938528965926e-07
0,4,1,4.324226097196515e-07
1,5,1,3.7460938528965926e-07
2,6,1,5.264139417704428e-07
0,4,1,4.324226097196515e-07
1,5,1,3.7460938528965926e-07
2,6,1,5.264139417704428e-07
3,7,1,7.974558116075059e-07
0,4,1,4.324226097196515e-07
1,5,1,3.7460938528965926e-07
2,6,1,5.264139417704428e-07
3,7,1,7.974558116075059e-07
4,8,1,9.300998726757825e-07
0,4,1,0.06547661870718002
1,5,1,0.10384752601385117
2,6,1,0.1470034122467041
3,7,1,0.22825005650520325
4,8,1,0.4138088524341583
0,4,1,2.940856518307555e-07
0,4,1,2.940856518307555e-07
1,5,1,4.7403494818354375e-07
0,4,1,2.940856518307555e-07
1,5,1,4.7403494818354375e-07
2,6,1,6.623897093049891e-07
0,4,1,2.940856518307555e-07
1,5,1,4.7403494818354375e-07
2,6,1,6.623897093049891e-07
3,7,1,7.708380849180685e-07
0,4,1,2.940856518307555e-07
1,5,1,4.7403494818354375e-07
2,6,1,6.623897093049891e-07
3,7,1,7.708380849180685e-07
4,8,1,9.684608812676743e-07
0,4,1,0.061101820319890976
1,5,1,0.08389060944318771
2,6,1,0.12118952721357346
3,7,1,0.19196514785289764
4,8,1,0.32573401927948
0,4,1,2.668722629550757e-07
0,4,1,2.668722629550757e-07
1,5,1,4.246177240929683e-07
0,4,1,2.668722629550757e-07
1,5,1,4.246177240929683e-07
2,6,1,4.012260319541383e-07
0,4,1,2.668722629550757e-07
1,5,1,4.246177240929683e-07
2,6,1,4.012260319541383e-07
3,7,1,7.058810638227442e-07
0,4,1,2.668722629550757e-07
1,5,1,4.246177240929683e-07
2,6,1,4.012260319541383e-07
3,7,1,7.058810638227442e-07
4,8,1,1.1831184565380681e-06
0,4,1,0.0986957997083664
1,5,1,0.14272591471672058
2,6,1,0.1974518746137619
3,7,1,0.2933700978755951
4,8,1,0.49478834867477417
0,4,1,4.3058940946139046e-07
0,4,1,4.3058940946139046e-07
1,5,1,5.623090828521526e-07
0,4,1,4.3058940946139046e-07
1,5,1,5.623090828521526e-07
2,6,1,8.079672966232465e-07
0,4,1,4.3058940946139046e-07
1,5,1,5.623090828521526e-07
2,6,1,8.079672966232465e-07
3,7,1,2.041839707089821e-06
0,4,1,4.3058940946139046e-07
1,5,1,5.623090828521526e-07
2,6,1,8.079672966232465e-07
3,7,1,2.041839707089821e-06
4,8,1,1.599360416548734e-06
0,4,1,4.248791185545997e-07
0,4,1,4.248791185545997e-07
1,5,1,4.110668498924497e-07
0,4,100,1.3117436170578003
1,5,100,1.7200613021850586
2,6,100,2.3656435012817383
3,7,100,3.429866313934326
4,8,100,5.820515155792236
0,4,1,0.11110442876815796
1,5,1,0.16235674917697906
2,6,1,0.21134792268276215
3,7,1,0.3383086323738098
4,8,1,0.5948131680488586
0,4,1,4.248791185545997e-07
1,5,1,4.110668498924497e-07
2,6,1,7.492187705793185e-07
0,4,1,4.248791185545997e-07
1,5,1,4.110668498924497e-07
2,6,1,7.492187705793185e-07
3,7,1,2.0309357751102652e-06
0,4,1,4.248791185545997e-07
1,5,1,4.110668498924497e-07
2,6,1,7.492187705793185e-07
3,7,1,2.0309357751102652e-06
4,8,1,1.327458448940888e-06
0,4,1,3.571618947262323e-07
0,4,1,3.571618947262323e-07
1,5,1,4.084929798864323e-07
0,4,1,3.571618947262323e-07
1,5,1,4.084929798864323e-07
2,6,1,6.75336650601821e-07
0,4,1,3.571618947262323e-07
1,5,1,4.084929798864323e-07
2,6,1,6.75336650601821e-07
3,7,1,7.929882031021407e-07
0,4,1,3.571618947262323e-07
1,5,1,4.084929798864323e-07
2,6,1,6.75336650601821e-07
3,7,1,7.929882031021407e-07
4,8,1,8.365910275642818e-07
0,4,1,0.08164194226264954
1,5,1,0.11120807379484177
2,6,1,0.14932581782341003
3,7,1,0.24554479122161865
4,8,1,0.4848688840866089
0,4,1,5.417960551312717e-07
0,4,1,5.417960551312717e-07
1,5,1,8.190896210180654e-07
0,4,1,5.417960551312717e-07
1,5,1,8.190896210180654e-07
2,6,1,7.492187705793185e-07
0,4,1,5.417960551312717e-07
1,5,1,8.190896210180654e-07
2,6,1,7.492187705793185e-07
3,7,1,1.0578775118119665e-06
0,4,1,5.417960551312717e-07
1,5,1,8.190896210180654e-07
2,6,1,7.492187705793185e-07
3,7,1,1.0578775118119665e-06
4,8,1,1.2359881793599925e-06
0,4,1,0.22121310234069824
1,5,1,0.25056782364845276
2,6,1,0.33012059330940247
3,7,1,0.47265565395355225
4,8,1,0.8026941418647766
0,4,100,4.688730314228451e-06
0,4,1,2.604508040349174e-07
0,4,1,2.604508040349174e-07
1,5,1,4.5099096723788534e-07
0,4,1,2.604508040349174e-07
1,5,1,4.5099096723788534e-07
2,6,1,5.982774382573552e-07
0,4,1,2.604508040349174e-07
1,5,1,4.5099096723788534e-07
2,6,1,5.982774382573552e-07
3,7,1,1.00093222954456e-06
0,4,1,2.604508040349174e-07
1,5,1,4.5099096723788534e-07
2,6,1,5.982774382573552e-07
3,7,1,1.00093222954456e-06
4,8,1,1.4010261111252476e-06
0,4,100,4.688730314228451e-06
1,5,100,8.92876778380014e-06
0,4,1,0.07137322425842285
1,5,1,0.10930697619915009
2,6,1,0.16685877740383148
3,7,1,0.26548701524734497
4,8,1,0.5037336349487305
0,4,1,1.3616433136576234e-07
0,4,1,1.3616433136576234e-07
1,5,1,2.6759929028230545e-07
0,4,1,1.3616433136576234e-07
1,5,1,2.6759929028230545e-07
2,6,1,3.662170797724684e-07
0,4,1,1.3616433136576234e-07
1,5,1,2.6759929028230545e-07
2,6,1,3.662170797724684e-07
3,7,1,7.679521445425053e-07
0,4,100,4.688730314228451e-06
1,5,100,8.92876778380014e-06
2,6,100,1.1484377864690032e-05
0,4,1,1.3616433136576234e-07
1,5,1,2.6759929028230545e-07
2,6,1,3.662170797724684e-07
3,7,1,7.679521445425053e-07
4,8,1,1.00093222954456e-06
0,4,1,7.123004479581141e-07
0,4,1,7.123004479581141e-07
1,5,1,5.179091431273264e-07
0,4,1,0.07108796387910843
1,5,1,0.0900186225771904
2,6,1,0.1268250197172165
3,7,1,0.2015109807252884
4,8,1,0.3448369801044464
0,4,1,7.123004479581141e-07
1,5,1,5.179091431273264e-07
2,6,1,1.0202671774095506e-06
0,4,1,7.123004479581141e-07
1,5,1,5.179091431273264e-07
2,6,1,1.0202671774095506e-06
3,7,1,1.3539572591980686e-06
0,4,100,4.688730314228451e-06
1,5,100,8.92876778380014e-06
2,6,100,1.1484377864690032e-05
3,7,100,1.835629518609494e-05
0,4,1,7.123004479581141e-07
1,5,1,5.179091431273264e-07
2,6,1,1.0202671774095506e-06
3,7,1,1.3539572591980686e-06
4,8,1,1.1755873856600374e-06
0,4,1,3.640887769051915e-07
0,4,1,3.640887769051915e-07
1,5,1,5.771194651060796e-07
0,4,100,4.688730314228451e-06
1,5,100,8.92876778380014e-06
2,6,100,1.1484377864690032e-05
3,7,100,1.835629518609494e-05
4,8,100,3.433641541050747e-05
0,4,1,0.12548378109931946
1,5,1,0.18087902665138245
2,6,1,0.20621879398822784
3,7,1,0.3229596018791199
4,8,1,0.541563868522644
0,4,1,3.640887769051915e-07
1,5,1,5.771194651060796e-07
2,6,1,8.161701998687931e-07
0,4,1,3.640887769051915e-07
1,5,1,5.771194651060796e-07
2,6,1,8.161701998687931e-07
3,7,1,9.938080438587349e-07
0,4,1,3.640887769051915e-07
1,5,1,5.771194651060796e-07
2,6,1,8.161701998687931e-07
3,7,1,9.938080438587349e-07
4,8,1,1.327458448940888e-06
0,4,1,2.5331974029541016e-07
0,4,1,2.5331974029541016e-07
1,5,1,5.773118232355046e-07
0,4,1,2.5331974029541016e-07
1,5,1,5.773118232355046e-07
2,6,1,6.056547476873675e-07
0,4,1,0.054399702697992325
1,5,1,0.06630311161279678
2,6,1,0.10515864938497543
3,7,1,0.16020707786083221
4,8,1,0.27269595861434937
0,4,1,2.5331974029541016e-07
1,5,1,5.773118232355046e-07
2,6,1,6.056547476873675e-07
3,7,1,1.0561969929767656e-06
0,4,1,2.5331974029541016e-07
1,5,1,5.773118232355046e-07
2,6,1,6.056547476873675e-07
3,7,1,1.0561969929767656e-06
4,8,1,1.2921979077873402e-06
0,4,1,3.5325496128280065e-07
0,4,1,3.5325496128280065e-07
1,5,1,5.136039362696465e-07
0,4,1,3.5325496128280065e-07
1,5,1,5.136039362696465e-07
2,6,1,1.2133242535128375e-06
0,4,1,3.5325496128280065e-07
1,5,1,5.136039362696465e-07
2,6,1,1.2133242535128375e-06
3,7,1,7.817075697857945e-07
0,4,1,3.5325496128280065e-07
1,5,1,5.136039362696465e-07
2,6,1,1.2133242535128375e-06
3,7,1,7.817075697857945e-07
4,8,1,1.4865355524307233e-06
0,4,1,0.18733111023902893
1,5,1,0.22226330637931824
2,6,1,0.2770661413669586
3,7,1,0.41956833004951477
4,8,1,0.7342438697814941
0,4,1,5.840038852511498e-07
0,4,1,5.840038852511498e-07
1,5,1,4.5783195901094587e-07
0,4,1,5.840038852511498e-07
1,5,1,4.5783195901094587e-07
2,6,1,1.0687364238037844e-06
0,4,1,5.840038852511498e-07
1,5,1,4.5783195901094587e-07
2,6,1,1.0687364238037844e-06
3,7,1,1.0080060519612744e-06
0,4,1,5.840038852511498e-07
1,5,1,4.5783195901094587e-07
2,6,1,1.0687364238037844e-06
3,7,1,1.0080060519612744e-06
4,8,1,1.7377591348122223e-06
0,4,1,0.08692996203899384
1,5,1,0.12270809710025787
2,6,1,0.18981632590293884
3,7,1,0.27028191089630127
4,8,1,0.5178256034851074
0,4,1,4.910605184704764e-07
0,4,1,4.910605184704764e-07
1,5,1,3.8743019104003906e-07
0,4,1,4.910605184704764e-07
1,5,1,3.8743019104003906e-07
2,6,1,7.269567845469282e-07
0,4,1,4.910605184704764e-07
1,5,1,3.8743019104003906e-07
2,6,1,7.269567845469282e-07
3,7,1,8.880892323759326e-07
0,4,1,4.910605184704764e-07
1,5,1,3.8743019104003906e-07
2,6,1,7.269567845469282e-07
3,7,1,8.880892323759326e-07
4,8,1,1.119076159739052e-06
0,4,1,4.7567158389938413e-07
0,4,1,4.7567158389938413e-07
1,5,1,3.3552439049344684e-07
0,4,1,4.7567158389938413e-07
1,5,1,3.3552439049344684e-07
2,6,1,7.929882031021407e-07
0,4,1,0.27721041440963745
1,5,1,0.3160548210144043
2,6,1,0.41875532269477844
3,7,1,0.5501170754432678
4,8,1,0.9091386198997498
0,4,1,4.7567158389938413e-07
1,5,1,3.3552439049344684e-07
2,6,1,7.929882031021407e-07
3,7,1,9.812163170863641e-07
0,4,1,4.7567158389938413e-07
1,5,1,3.3552439049344684e-07
2,6,1,7.929882031021407e-07
3,7,1,9.812163170863641e-07
4,8,1,2.105655767081771e-06
0,4,1,4.851466428590356e-07
0,4,1,4.851466428590356e-07
1,5,1,5.705413173018314e-07
0,4,1,4.851466428590356e-07
1,5,1,5.705413173018314e-07
2,6,1,8.805565130387549e-07
0,4,1,4.851466428590356e-07
1,5,1,5.705413173018314e-07
2,6,1,8.805565130387549e-07
3,7,1,7.79431843511702e-07
0,4,1,0.10424632579088211
1,5,1,0.17047333717346191
2,6,1,0.23531238734722137
3,7,1,0.35260891914367676
4,8,1,0.6184767484664917
0,4,1,4.851466428590356e-07
1,5,1,5.705413173018314e-07
2,6,1,8.805565130387549e-07
3,7,1,7.79431843511702e-07
4,8,1,1.2516975402832031e-06
0,4,1,1.7912410044118587e-07
0,4,1,1.7912410044118587e-07
1,5,1,3.427267074584961e-07
0,4,1,1.7912410044118587e-07
1,5,1,3.427267074584961e-07
2,6,1,5.040030259806372e-07
0,4,1,1.7912410044118587e-07
1,5,1,3.427267074584961e-07
2,6,1,5.040030259806372e-07
3,7,1,5.693725597666344e-07
0,4,1,0.10555897653102875
1,5,1,0.13676407933235168
2,6,1,0.18496552109718323
3,7,1,0.3053131699562073
4,8,1,0.5932050347328186
0,4,1,1.7912410044118587e-07
1,5,1,3.427267074584961e-07
2,6,1,5.040030259806372e-07
3,7,1,5.693725597666344e-07
4,8,1,8.749913149586064e-07
0,4,1,4.778837592311902e-07
0,4,1,4.778837592311902e-07
1,5,1,4.860611966250872e-07
0,4,1,4.778837592311902e-07
1,5,1,4.860611966250872e-07
2,6,1,7.929882031021407e-07
0,4,1,4.778837592311902e-07
1,5,1,4.860611966250872e-07
2,6,1,7.929882031021407e-07
3,7,1,1.08030849332863e-06
0,4,1,4.778837592311902e-07
1,5,1,4.860611966250872e-07
2,6,1,7.929882031021407e-07
3,7,1,1.08030849332863e-06
4,8,1,1.3401107707977644e-06
0,4,1,0.06622710078954697
1,5,1,0.08364266157150269
2,6,1,0.12064557522535324
3,7,1,0.16378507018089294
4,8,1,0.31061896681785583
0,4,1,3.573173046333977e-07
0,4,1,3.573173046333977e-07
1,5,1,3.5894481698051095e-07
0,4,1,3.573173046333977e-07
1,5,1,3.5894481698051095e-07
2,6,1,5.131714146955346e-07
0,4,1,3.573173046333977e-07
1,5,1,3.5894481698051095e-07
2,6,1,5.131714146955346e-07
3,7,1,8.663202493153221e-07
0,4,1,3.573173046333977e-07
1,5,1,3.5894481698051095e-07
2,6,1,5.131714146955346e-07
3,7,1,8.663202493153221e-07
4,8,1,1.3539572591980686e-06
0,4,1,4.524655992099724e-07
0,4,1,0.11117260903120041
1,5,1,0.14145289361476898
2,6,1,0.22811520099639893
3,7,1,0.3474968671798706
4,8,1,0.6398165822029114
0,4,1,4.524655992099724e-07
1,5,1,3.436971383052878e-07
0,4,1,4.524655992099724e-07
1,5,1,3.436971383052878e-07
2,6,1,6.22290770024847e-07
0,4,1,4.524655992099724e-07
1,5,1,3.436971383052878e-07
2,6,1,6.22290770024847e-07
3,7,1,9.064022492566437e-07
0,4,1,4.524655992099724e-07
1,5,1,3.436971383052878e-07
2,6,1,6.22290770024847e-07
3,7,1,9.064022492566437e-07
4,8,1,1.5125963273021625e-06
0,4,1,4.097142038972379e-07
0,4,1,4.097142038972379e-07
1,5,1,4.5637466428161133e-07
0,4,1,0.07080219686031342
1,5,1,0.1041937842965126
2,6,1,0.1802852749824524
3,7,1,0.2520465850830078
4,8,1,0.4313497841358185
0,4,1,4.097142038972379e-07
1,5,1,4.5637466428161133e-07
2,6,1,6.610474656554288e-07
0,4,1,4.097142038972379e-07
1,5,1,4.5637466428161133e-07
2,6,1,6.610474656554288e-07
3,7,1,9.62942522164667e-07
0,4,1,4.097142038972379e-07
1,5,1,4.5637466428161133e-07
2,6,1,6.610474656554288e-07
3,7,1,9.62942522164667e-07
4,8,1,1.5769907122376026e-06
0,4,1,3.4834951634366007e-07
0,4,1,3.4834951634366007e-07
1,5,1,4.0205532059189864e-07
0,4,1,3.4834951634366007e-07
1,5,1,4.0205532059189864e-07
2,6,1,7.330402240768308e-07
0,4,1,0.07397531718015671
1,5,1,0.09351462125778198
2,6,1,0.1586044728755951
3,7,1,0.2365160435438156
4,8,1,0.4468119144439697
0,4,1,3.4834951634366007e-07
1,5,1,4.0205532059189864e-07
2,6,1,7.330402240768308e-07
3,7,1,1.3972172610010603e-06
0,4,1,3.4834951634366007e-07
1,5,1,4.0205532059189864e-07
2,6,1,7.330402240768308e-07
3,7,1,1.3972172610010603e-06
4,8,1,1.34705180698802e-06
0,4,1,3.6279050164012006e-07
0,4,1,3.6279050164012006e-07
1,5,1,4.4002601384818263e-07
0,4,1,3.6279050164012006e-07
1,5,1,4.4002601384818263e-07
2,6,1,7.621474082952773e-07
0,4,1,3.6279050164012006e-07
1,5,1,4.4002601384818263e-07
2,6,1,7.621474082952773e-07
3,7,1,1.1755873856600374e-06
0,4,1,0.07945030927658081
1,5,1,0.11466947942972183
2,6,1,0.16525115072727203
3,7,1,0.25192466378211975
4,8,1,0.4251525402069092
0,4,1,3.6279050164012006e-07
1,5,1,4.4002601384818263e-07
2,6,1,7.621474082952773e-07
3,7,1,1.1755873856600374e-06
4,8,1,1.0654069910742692e-06
0,4,1,3.3618550787650747e-07
0,4,1,3.3618550787650747e-07
1,5,1,3.73719217350299e-07
0,4,1,3.3618550787650747e-07
1,5,1,3.73719217350299e-07
2,6,1,4.823927497454861e-07
0,4,1,3.3618550787650747e-07
1,5,1,3.73719217350299e-07
2,6,1,4.823927497454861e-07
3,7,1,6.75336650601821e-07
0,4,1,3.3618550787650747e-07
1,5,1,3.73719217350299e-07
2,6,1,4.823927497454861e-07
3,7,1,6.75336650601821e-07
4,8,1,6.71710211008758e-07
0,4,1,0.08288200199604034
1,5,1,0.10177645087242126
2,6,1,0.1553453654050827
3,7,1,0.23673377931118011
4,8,1,0.44213321805000305
0,4,1,4.1093176150752697e-07
0,4,1,4.1093176150752697e-07
1,5,1,4.910605184704764e-07
0,4,1,4.1093176150752697e-07
1,5,1,4.910605184704764e-07
2,6,1,7.08393088189041e-07
0,4,1,4.1093176150752697e-07
1,5,1,4.910605184704764e-07
2,6,1,7.08393088189041e-07
3,7,1,1.022223955260415e-06
0,4,1,4.1093176150752697e-07
1,5,1,4.910605184704764e-07
2,6,1,7.08393088189041e-07
3,7,1,1.022223955260415e-06
4,8,1,1.6015802657420863e-06
0,4,1,4.5344603449848364e-07
0,4,1,4.5344603449848364e-07
1,5,1,3.0971480668995355e-07
0,4,1,0.09561848640441895
1,5,1,0.13134200870990753
2,6,1,0.17763438820838928
3,7,1,0.2580503821372986
4,8,1,0.4631522297859192
0,4,1,4.5344603449848364e-07
1,5,1,3.0971480668995355e-07
2,6,1,4.878850177192362e-07
0,4,1,4.5344603449848364e-07
1,5,1,3.0971480668995355e-07
2,6,1,4.878850177192362e-07
3,7,1,8.437268661509734e-07
0,4,1,4.5344603449848364e-07
1,5,1,3.0971480668995355e-07
2,6,1,4.878850177192362e-07
3,7,1,8.437268661509734e-07
4,8,1,6.809031560806034e-07
0,4,1,3.200282492343831e-07
0,4,1,0.10869433730840683
1,5,1,0.14710234105587006
2,6,1,0.265907883644104
3,7,1,0.37209203839302063
4,8,1,0.7891532182693481
0,4,1,3.200282492343831e-07
1,5,1,4.323905216097046e-07
0,4,1,3.200282492343831e-07
1,5,1,4.323905216097046e-07
2,6,1,5.993898071210424e-07
0,4,1,3.200282492343831e-07
1,5,1,4.323905216097046e-07
2,6,1,5.993898071210424e-07
3,7,1,6.583547929039923e-07
0,4,1,3.200282492343831e-07
1,5,1,4.323905216097046e-07
2,6,1,5.993898071210424e-07
3,7,1,6.583547929039923e-07
4,8,1,1.1426383252910455e-06
0,4,1,3.8928837398088945e-07
0,4,1,3.8928837398088945e-07
1,5,1,7.360630434050108e-07
0,4,1,0.11998770385980606
1,5,1,0.1669967919588089
2,6,1,0.25344040989875793
3,7,1,0.37601521611213684
4,8,1,0.7054846286773682
0,4,1,3.8928837398088945e-07
1,5,1,7.360630434050108e-07
2,6,1,6.251387958400301e-07
0,4,1,3.8928837398088945e-07
1,5,1,7.360630434050108e-07
2,6,1,6.251387958400301e-07
3,7,1,1.009766720017069e-06
0,4,1,3.8928837398088945e-07
1,5,1,7.360630434050108e-07
2,6,1,6.251387958400301e-07
3,7,1,1.009766720017069e-06
4,8,1,1.669994048825174e-06
0,4,1,3.7133503383302013e-07
0,4,1,3.7133503383302013e-07
1,5,1,4.341841304267291e-07
0,4,1,3.7133503383302013e-07
1,5,1,4.341841304267291e-07
2,6,1,5.40154246664315e-07
0,4,1,3.7133503383302013e-07
1,5,1,4.341841304267291e-07
2,6,1,5.40154246664315e-07
3,7,1,1.8865129050027463e-06
0,4,1,0.07760512828826904
1,5,1,0.10995548963546753
2,6,1,0.18300263583660126
3,7,1,0.28838202357292175
4,8,1,0.4657192826271057
0,4,1,3.7133503383302013e-07
1,5,1,4.341841304267291e-07
2,6,1,5.40154246664315e-07
3,7,1,1.8865129050027463e-06
4,8,1,6.419616624953051e-07
0,4,1,1.679275527521895e-07
0,4,1,1.679275527521895e-07
1,5,1,2.632069708852214e-07
0,4,1,0.10898709297180176
1,5,1,0.15992088615894318
2,6,1,0.2327893078327179
3,7,1,0.32087206840515137
4,8,1,0.5449784398078918
0,4,1,1.679275527521895e-07
1,5,1,2.632069708852214e-07
2,6,1,4.026072133456182e-07
0,4,1,1.679275527521895e-07
1,5,1,2.632069708852214e-07
2,6,1,4.026072133456182e-07
3,7,1,1.0197229585173773e-06
0,4,1,1.679275527521895e-07
1,5,1,2.632069708852214e-07
2,6,1,4.026072133456182e-07
3,7,1,1.0197229585173773e-06
4,8,1,5.485165956997662e-07
0,4,1,2.6446937795299164e-07
0,4,1,2.6446937795299164e-07
1,5,1,3.9747294522385346e-07
0,4,1,2.6446937795299164e-07
1,5,1,3.9747294522385346e-07
2,6,1,6.433436965380679e-07
0,4,1,0.16162371635437012
1,5,1,0.19214612245559692
2,6,1,0.2268555611371994
3,7,1,0.30667468905448914
4,8,1,0.4924217164516449
0,4,1,2.6446937795299164e-07
1,5,1,3.9747294522385346e-07
2,6,1,6.433436965380679e-07
3,7,1,1.0737111324488069e-06
0,4,1,2.6446937795299164e-07
1,5,1,3.9747294522385346e-07
2,6,1,6.433436965380679e-07
3,7,1,1.0737111324488069e-06
4,8,1,1.4379427284438862e-06
0,4,1,3.9740311308378296e-07
0,4,1,3.9740311308378296e-07
1,5,1,3.922714881809952e-07
0,4,1,3.9740311308378296e-07
1,5,1,3.922714881809952e-07
2,6,1,8.002353411029617e-07
0,4,1,3.9740311308378296e-07
1,5,1,3.922714881809952e-07
2,6,1,8.002353411029617e-07
3,7,1,8.226736554206582e-07
0,4,1,3.9740311308378296e-07
1,5,1,3.922714881809952e-07
2,6,1,8.002353411029617e-07
3,7,1,8.226736554206582e-07
4,8,1,1.5820514818187803e-06
0,4,1,2.9895309694438765e-07
0,4,1,0.08485658466815948
1,5,1,0.12954570353031158
2,6,1,0.19405335187911987
3,7,1,0.2982423007488251
4,8,1,0.5365821123123169
0,4,1,2.9895309694438765e-07
1,5,1,4.2981520209650625e-07
0,4,1,2.9895309694438765e-07
1,5,1,4.2981520209650625e-07
2,6,1,6.100383416196564e-07
0,4,1,2.9895309694438765e-07
1,5,1,4.2981520209650625e-07
2,6,1,6.100383416196564e-07
3,7,1,6.450671321545087e-07
0,4,1,2.9895309694438765e-07
1,5,1,4.2981520209650625e-07
2,6,1,6.100383416196564e-07
3,7,1,6.450671321545087e-07
4,8,1,7.238958801281115e-07
0,4,1,0.13926643133163452
1,5,1,0.17534469068050385
2,6,1,0.23780517280101776
3,7,1,0.354077011346817
4,8,1,0.6578724980354309
0,4,1,2.0687943447228463e-07
0,4,1,2.0687943447228463e-07
1,5,1,3.291773964519962e-07
0,4,1,2.0687943447228463e-07
1,5,1,3.291773964519962e-07
2,6,1,6.040027074050158e-07
0,4,1,2.0687943447228463e-07
1,5,1,3.291773964519962e-07
2,6,1,6.040027074050158e-07
3,7,1,3.671254091841547e-07
0,4,1,2.0687943447228463e-07
1,5,1,3.291773964519962e-07
2,6,1,6.040027074050158e-07
3,7,1,3.671254091841547e-07
4,8,1,9.064022492566437e-07
0,4,1,0.08337779343128204
1,5,1,0.10746082663536072
2,6,1,0.15364736318588257
3,7,1,0.22568558156490326
4,8,1,0.42426878213882446
0,4,1,3.35855105504379e-07
0,4,1,3.35855105504379e-07
1,5,1,3.456298429682647e-07
0,4,1,3.35855105504379e-07
1,5,1,3.456298429682647e-07
2,6,1,5.685920996256755e-07
0,4,1,3.35855105504379e-07
1,5,1,3.456298429682647e-07
2,6,1,5.685920996256755e-07
3,7,1,5.515443035619683e-07
0,4,1,3.35855105504379e-07
1,5,1,3.456298429682647e-07
2,6,1,5.685920996256755e-07
3,7,1,5.515443035619683e-07
4,8,1,1.193582079395128e-06
0,4,1,0.1242792084813118
1,5,1,0.1723300963640213
2,6,1,0.268257200717926
3,7,1,0.3931583762168884
4,8,1,0.7128454446792603
0,4,1,3.662170797724684e-07
0,4,1,3.662170797724684e-07
1,5,1,4.969040219293674e-07
0,4,1,3.662170797724684e-07
1,5,1,4.969040219293674e-07
2,6,1,8.760057994550152e-07
0,4,1,3.662170797724684e-07
1,5,1,4.969040219293674e-07
2,6,1,8.760057994550152e-07
3,7,1,1.054513859344297e-06
0,4,1,3.662170797724684e-07
1,5,1,4.969040219293674e-07
2,6,1,8.760057994550152e-07
3,7,1,1.054513859344297e-06
4,8,1,1.077014871952997e-06
0,4,1,0.13195040822029114
1,5,1,0.22229088842868805
2,6,1,0.2969912886619568
3,7,1,0.44186457991600037
4,8,1,0.7404006123542786
0,4,1,5.221788796916371e-07
0,4,1,5.221788796916371e-07
1,5,1,6.230039844012936e-07
0,4,1,5.221788796916371e-07
1,5,1,6.230039844012936e-07
2,6,1,9.657055670686532e-07
0,4,100,1.398751974105835
1,5,100,1.8616306781768799
2,6,100,2.541872978210449
3,7,100,3.6583292484283447
4,8,100,6.184788703918457
0,4,1,5.221788796916371e-07
1,5,1,6.230039844012936e-07
2,6,1,9.657055670686532e-07
3,7,1,9.866324717222597e-07
0,4,1,5.221788796916371e-07
1,5,1,6.230039844012936e-07
2,6,1,9.657055670686532e-07
3,7,1,9.866324717222597e-07
4,8,1,9.721223932501744e-07
0,4,1,0.12983666360378265
1,5,1,0.19629430770874023
2,6,1,0.2783442735671997
3,7,1,0.4177101254463196
4,8,1,0.7233743071556091
0,4,1,5.521478669834323e-07
0,4,1,5.521478669834323e-07
1,5,1,3.3799696552705427e-07
0,4,1,5.521478669834323e-07
1,5,1,3.3799696552705427e-07
2,6,1,5.438413381853024e-07
0,4,1,5.521478669834323e-07
1,5,1,3.3799696552705427e-07
2,6,1,5.438413381853024e-07
3,7,1,5.824810500598687e-07
0,4,1,5.521478669834323e-07
1,5,1,3.3799696552705427e-07
2,6,1,5.438413381853024e-07
3,7,1,5.824810500598687e-07
4,8,1,1.3447420315060299e-06
0,4,1,7.932681569400302e-07
0,4,1,0.10187161713838577
1,5,1,0.13417235016822815
2,6,1,0.21727247536182404
3,7,1,0.28659284114837646
4,8,1,0.495521605014801
0,4,1,7.932681569400302e-07
1,5,1,1.031522060657153e-06
0,4,1,7.932681569400302e-07
1,5,1,1.031522060657153e-06
2,6,1,1.6464265399918077e-06
0,4,1,7.932681569400302e-07
1,5,1,1.031522060657153e-06
2,6,1,1.6464265399918077e-06
3,7,1,2.039663741015829e-06
0,4,1,7.932681569400302e-07
1,5,1,1.031522060657153e-06
2,6,1,1.6464265399918077e-06
3,7,1,2.039663741015829e-06
4,8,1,3.0415894798352383e-06
0,4,1,4.97796918352833e-07
0,4,1,4.97796918352833e-07
1,5,1,5.221788796916371e-07
0,4,1,4.97796918352833e-07
1,5,1,5.221788796916371e-07
2,6,1,9.933610272128135e-07
0,4,1,0.07652892172336578
1,5,1,0.10511860251426697
