case_id_first,num_requests,layer_idx,layer,term1_data_KtT_W_minus_Vt_sq,term1_step_KtT_W_minus_Vt_sq,term2_W_minus_W0global_sq,term3_trace_deltaT_G0_delta,orig_weight_norm,upd_norm,z_error_mean
1892,100,3,10,1798516.71875,95167.2109375,2234.0263671875,13.736252784729004,134.95278930664062,11.687270164489746,39.077980041503906
1892,100,4,11,658721.25,18535.67578125,5830.4599609375,40.72554397583008,143.19296264648438,19.475244522094727,31.357704162597656
1995,100,0,7,3736648.3125,212551.078125,429.37567138671875,3.6159212589263916,132.20297241210938,4.527107238769531,47.18017578125
1995,100,1,8,3271146.5,187375.96875,532.9280395507812,4.961586952209473,133.42495727539062,5.1250104904174805,45.42375564575195
1995,100,2,9,3281906.4375,172670.765625,1605.275146484375,8.312057495117188,125.45307159423828,8.861696243286133,43.640174865722656
1995,100,3,10,1902985.5,93427.828125,2354.57421875,14.43449878692627,135.15049743652344,11.816522598266602,39.55067443847656
1995,100,4,11,702767.484375,9824.3359375,6070.228515625,42.377899169921875,143.7906951904297,18.911256790161133,31.194835662841797
2098,100,0,7,3959833.78125,231157.53125,456.7737731933594,3.8483076095581055,132.1940155029297,4.639811038970947,49.043460845947266
2098,100,1,8,3470461.21875,200587.4375,563.9226684570312,5.246955394744873,133.401123046875,5.262207508087158,47.19068145751953
2098,100,2,9,3486211.640625,198864.71875,1712.5015869140625,8.805366516113281,125.53313446044922,9.837556838989258,45.18880844116211
2098,100,3,10,2016166.6875,100154.09375,2484.62451171875,15.184894561767578,135.3248748779297,12.100231170654297,41.35517120361328
2098,100,4,11,765935.888671875,21904.67578125,6445.677734375,45.201988220214844,144.10736083984375,21.012271881103516,33.159751892089844
2202,100,0,7,4167055.1875,213532.6875,480.44354248046875,4.051416873931885,132.20159912109375,4.494888782501221,47.32220458984375
2202,100,1,8,3658651.25,188722.53125,591.1891479492188,5.502226829528809,133.39060974121094,5.129615306854248,45.63081741333008
2202,100,2,9,3666911.3125,173761.890625,1775.85205078125,9.141051292419434,125.76714324951172,8.709068298339844,43.77289962768555
2202,100,3,10,2121221.96875,92798.515625,2603.20849609375,15.883929252624512,135.5450897216797,11.780862808227539,39.64907455444336
2202,100,4,11,806300.8515625,10110.01953125,6683.4931640625,46.893638610839844,144.9168701171875,19.183170318603516,31.289813995361328
2305,100,0,7,4381695.375,221077.6875,504.4677734375,4.265938758850098,132.19296264648438,4.51222562789917,48.2029914855957
2305,100,1,8,3851520.125,194177.9375,620.173583984375,5.776553153991699,133.3644561767578,5.161885738372803,46.34587860107422
2305,100,2,9,3854359.875,180972.171875,1845.389404296875,9.506938934326172,125.83132934570312,8.933866500854492,44.47251892089844
2305,100,3,10,2229853.984375,95485.046875,2722.77783203125,16.59581756591797,135.7178497314453,11.800931930541992,40.40734100341797
2305,100,4,11,860864.84375,10053.93359375,6920.7451171875,48.592586517333984,145.2356414794922,19.142112731933594,32.18796157836914
2410,100,0,7,4590871.0,214255.359375,528.11181640625,4.47137975692749,132.18482971191406,4.540789604187012,47.76679992675781
2410,100,1,8,4040958.3125,189039.53125,647.6487426757812,6.031123161315918,133.34469604492188,5.184974670410156,46.08367919921875
2410,100,2,9,4037192.0,175347.4375,1911.7598876953125,9.851130485534668,125.9206771850586,8.919039726257324,44.29062271118164
2410,100,3,10,2335818.3125,92985.546875,2841.43408203125,17.2919864654541,135.89752197265625,11.887916564941406,40.13197708129883
2410,100,4,11,904802.421875,9713.244140625,7146.3466796875,50.189353942871094,145.55010986328125,19.09425163269043,31.942523956298828
2514,100,0,7,4796571.625,212261.1875,552.3389892578125,4.688320159912109,132.17880249023438,4.417669773101807,46.85107421875
2514,100,1,8,4226840.8125,185303.28125,675.034912109375,6.2862443923950195,133.32394409179688,5.074283599853516,45.19915008544922
2514,100,2,9,4221391.4375,177132.90625,1995.1461181640625,10.267145156860352,125.99867248535156,9.064282417297363,43.51209259033203
2514,100,3,10,2441641.46875,91987.28125,2954.52294921875,17.968765258789062,136.07733154296875,11.600887298583984,39.560707092285156
2514,100,4,11,951356.625,16356.1650390625,7421.8369140625,52.26397705078125,145.84906005859375,19.398719787597656,31.638750076293945
2618,100,0,7,5008191.5,215193.40625,575.0016479492188,4.881770610809326,132.17562866210938,4.485617637634277,47.54539489746094
2618,100,1,8,4413907.171875,187325.671875,702.8535766601562,6.546714782714844,133.30337524414062,5.086363792419434,45.55120086669922
2618,100,2,9,4402247.265625,171785.1875,2058.876953125,10.608882904052734,126.15042114257812,8.632246017456055,43.494140625
2618,100,3,10,2550048.390625,92818.546875,3069.5751953125,18.651996612548828,136.24655151367188,11.703779220581055,39.69877243041992
2618,100,4,11,1010038.919921875,10388.9951171875,7646.4580078125,53.8900260925293,146.3432159423828,18.970657348632812,31.432758331298828
2719,100,0,7,5215135.375,211503.3125,598.3980712890625,5.083765029907227,132.16415405273438,4.4648756980896,46.894309997558594
2719,100,1,8,4599911.9375,185598.5,729.4102172851562,6.798578262329102,133.283203125,5.052603244781494,45.17502975463867
2719,100,2,9,4587180.84375,177342.9375,2142.325439453125,11.000736236572266,126.22144317626953,9.04975700378418,43.380516052246094
2719,100,3,10,2654982.8125,91238.453125,3181.331298828125,19.317358016967773,136.4159698486328,11.548172950744629,39.37025451660156
2719,100,4,11,1061194.1484375,17202.294921875,7917.6875,55.9716911315918,146.63272094726562,19.28251075744629,31.231658935546875
2823,100,0,7,5426165.625,214889.75,621.1234741210938,5.280343532562256,132.15762329101562,4.505717754364014,47.677337646484375
2823,100,1,8,4789238.625,188808.0625,757.0706787109375,7.052495002746582,133.2581787109375,5.14815092086792,46.18936538696289
